;;;;
;OCORRENCIA;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
PAVIMENTAÇÃO;Sujo;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Fraca / Desgastada;;;
SINALIZAÇÃO;Sujeira geral;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Ausente;;;
SINALIZAÇÃO;Capina deficiente;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Amassada;;;
SINALIZAÇÃO;Erosão;;;
TERRAPLENOS E CONTENÇÕES;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Suja;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Desgaste;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Fixação deficiente;;;
SINALIZAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Danificada;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OPERAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sinalização horizontal deficiente;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Amassada;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Película deficiente;;;
SINALIZAÇÃO;Capina deficiente;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Capina deficiente;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Errada;;;
SINALIZAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Película deficiente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;Erosão;;;
TERRAPLENOS E CONTENÇÕES;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Junta de dilatação deficiente;;;
OBRAS DE ARTE ESPECIAIS;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento;;;
TERRAPLENOS E CONTENÇÕES;Afundamento local;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Fraca / Desgastada;;;
SINALIZAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Acúmulo de vegetação;;;
DRENAGEM OAC;Ausente;;;
SINALIZAÇÃO;Película deficiente;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;;;;
OBRA;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Ondulação/Corrugação;;;
PAVIMENTAÇÃO;Remendo;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Remendo;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Peças soltas ou danificadas;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
DRENAGEM OAC;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Quebrada;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
DRENAGEM OAC;;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Fixação deficiente;;;
SINALIZAÇÃO;Película deficiente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Fixação deficiente;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Fixação deficiente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;Ancoragem deficiente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Amassada;;;
SINALIZAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Película deficiente;;;
SINALIZAÇÃO;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;Película deficiente;;;
SINALIZAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Amassada;;;
SINALIZAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Exsudação;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Desalinhada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Escorregamento;;;
TERRAPLENOS E CONTENÇÕES;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Falta de elementos;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Acúmulo de vegetação;;;
DRENAGEM OAC;Falta de elementos;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Falta de elementos;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Desnível na cabeceira;;;
OBRAS DE ARTE ESPECIAIS;Sujeira Geral;;;
DRENAGEM OAC;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Balizadores ausentes ou deficientes;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Sujeira geral;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Acúmulo de vegetação;;;
DRENAGEM OAC;Ausente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Ausente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRA;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Árvores e\/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OBRA;Película deficiente;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Película deficiente;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Capina deficiente;;;
OBRAS DE ARTE ESPECIAIS;Película deficiente;;;
SINALIZAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
SINALIZAÇÃO;;;;
OBRA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Amassada;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Amassada;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;Atendimento insuficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Atendimento insuficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Atendimento insuficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Instalações sanitárias insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Iluminação insuficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
OBRA;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Operando;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Equipamento inoperante;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OBRA;;;;
OBRA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
PAVIMENTAÇÃO;;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;Operando;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;;;;
DRENAGEM OAC;Obstruído;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;Visibilidade ruim;;;
OPERAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OBRA;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Defensa danificada;;;
OBRAS DE ARTE ESPECIAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRA;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;Defensa danificada;;;
OBRAS DE ARTE ESPECIAIS;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
SINALIZAÇÃO;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;Defensa danificada;;;
OBRAS DE ARTE ESPECIAIS;Defensa danificada;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRA;;;;
OBRAS DE ARTE ESPECIAIS;Capina deficiente;;;
OBRAS DE ARTE ESPECIAIS;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Falta de elementos;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Assoreado;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Obstruído;;;
DRENAGEM OAC;Obstruído;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Peças soltas ou danificadas;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Fraca \/ Desgastada;;;
SINALIZAÇÃO;Equipamento inoperante;;;
OPERAÇÃO;Equipamento inoperante;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Equipamento inoperante;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Afundamento local;;;
PAVIMENTAÇÃO;Equipamento inoperante;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Iluminação insuficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Pintura insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Cobertura vegetal deficiente;;;
